counts	number of items in equivalence class	isoforms in equivalence class
20	10	ENST00000322008,ENST00000397420,ENST00000397421,ENST00000524748,ENST00000526693,ENST00000527341,ENST00000528011,ENST00000529810,ENST00000530320,ENST00000530726
127	10	ENST00000322776,ENST00000415352,ENST00000528314,ENST00000528328,ENST00000529867,ENST00000529927,ENST00000530103,ENST00000532244,ENST00000532343,ENST00000647561
187	10	ENST00000322776,ENST00000415352,ENST00000529867,ENST00000529927,ENST00000530638,ENST00000532244,ENST00000532303,ENST00000532343,ENST00000533075,ENST00000647561
22	10	ENST00000323180,ENST00000418153,ENST00000524497,ENST00000525676,ENST00000529734,ENST00000529782,ENST00000530587,ENST00000531959,ENST00000676320,ENST00000690620
19	10	ENST00000323180,ENST00000418153,ENST00000524497,ENST00000525676,ENST00000530587,ENST00000531959,ENST00000532883,ENST00000676320,ENST00000690620,ENST00000693049
25	10	ENST00000323180,ENST00000418153,ENST00000525676,ENST00000529734,ENST00000530587,ENST00000532883,ENST00000533757,ENST00000676320,ENST00000690620,ENST00000693049
5	10	ENST00000323578,ENST00000429789,ENST00000436108,ENST00000449825,ENST00000454838,ENST00000528426,ENST00000528581,ENST00000531859,ENST00000533056,ENST00000534254
2	10	ENST00000323578,ENST00000429789,ENST00000436108,ENST00000449825,ENST00000454838,ENST00000528521,ENST00000528581,ENST00000529539,ENST00000532909,ENST00000534207
32	10	ENST00000323578,ENST00000429789,ENST00000436108,ENST00000449825,ENST00000525225,ENST00000530939,ENST00000531859,ENST00000533056,ENST00000533059,ENST00000534254
1	10	ENST00000323688,ENST00000526120,ENST00000529010,ENST00000529313,ENST00000530527,ENST00000531172,ENST00000533738,ENST00000533773,ENST00000533926,ENST00000646648
34	10	ENST00000325486,ENST00000325542,ENST00000535224,ENST00000537093,ENST00000537677,ENST00000538658,ENST00000539855,ENST00000540830,ENST00000541150,ENST00000541365
75	10	ENST00000325486,ENST00000325542,ENST00000535497,ENST00000537677,ENST00000538658,ENST00000539855,ENST00000540830,ENST00000541150,ENST00000541365,ENST00000544522
35	10	ENST00000325486,ENST00000325542,ENST00000537677,ENST00000538095,ENST00000538658,ENST00000539855,ENST00000540830,ENST00000541150,ENST00000541365,ENST00000544522
14	10	ENST00000328194,ENST00000528725,ENST00000530780,ENST00000679999,ENST00000680252,ENST00000680294,ENST00000680470,ENST00000680554,ENST00000681158,ENST00000681203
20	10	ENST00000328221,ENST00000399808,ENST00000399815,ENST00000408968,ENST00000526811,ENST00000528780,ENST00000602735,ENST00000680209,ENST00000680588,ENST00000680696
4	10	ENST00000329143,ENST00000524921,ENST00000525361,ENST00000525388,ENST00000528262,ENST00000528759,ENST00000532277,ENST00000532589,ENST00000532764,ENST00000533655
89	10	ENST00000330243,ENST00000348655,ENST00000397566,ENST00000397570,ENST00000469048,ENST00000525445,ENST00000528413,ENST00000532788,ENST00000533182,ENST00000647801
7	10	ENST00000330243,ENST00000348655,ENST00000397566,ENST00000397570,ENST00000525445,ENST00000532326,ENST00000532788,ENST00000533182,ENST00000533190,ENST00000647801
9	10	ENST00000331239,ENST00000354421,ENST00000526335,ENST00000527363,ENST00000528099,ENST00000528288,ENST00000530620,ENST00000533154,ENST00000540113,ENST00000638767
6	10	ENST00000334805,ENST00000400925,ENST00000536728,ENST00000537351,ENST00000537947,ENST00000538536,ENST00000542989,ENST00000543304,ENST00000544767,ENST00000545082
11	10	ENST00000334805,ENST00000536728,ENST00000537351,ENST00000537947,ENST00000538536,ENST00000542989,ENST00000543304,ENST00000544767,ENST00000545082,ENST00000546314
3	10	ENST00000334805,ENST00000536728,ENST00000537947,ENST00000538536,ENST00000539138,ENST00000542989,ENST00000543304,ENST00000544767,ENST00000545082,ENST00000546314
2	10	ENST00000335953,ENST00000392996,ENST00000682278,ENST00000682697,ENST00000682810,ENST00000682971,ENST00000683233,ENST00000683318,ENST00000683554,ENST00000684295
2	10	ENST00000335953,ENST00000682278,ENST00000682697,ENST00000682810,ENST00000682971,ENST00000683233,ENST00000683318,ENST00000683554,ENST00000684295,ENST00000684612
18	10	ENST00000338663,ENST00000539458,ENST00000541425,ENST00000679908,ENST00000680134,ENST00000680297,ENST00000680610,ENST00000681107,ENST00000681232,ENST00000681657
199	10	ENST00000339995,ENST00000396525,ENST00000524932,ENST00000525681,ENST00000526148,ENST00000527419,ENST00000528562,ENST00000531416,ENST00000532082,ENST00000532570
6	10	ENST00000339995,ENST00000396525,ENST00000524932,ENST00000525681,ENST00000526148,ENST00000527526,ENST00000528562,ENST00000530702,ENST00000532082,ENST00000532570
35	10	ENST00000339995,ENST00000396525,ENST00000524932,ENST00000525681,ENST00000526148,ENST00000527526,ENST00000531416,ENST00000531647,ENST00000532082,ENST00000532570
25	10	ENST00000339997,ENST00000341307,ENST00000356000,ENST00000377819,ENST00000536011,ENST00000537981,ENST00000540798,ENST00000542238,ENST00000543552,ENST00000545432
12	10	ENST00000341318,ENST00000352980,ENST00000377046,ENST00000528198,ENST00000530446,ENST00000530605,ENST00000531880,ENST00000534104,ENST00000534650,ENST00000534681
18	10	ENST00000343631,ENST00000358681,ENST00000395673,ENST00000533608,ENST00000682815,ENST00000682993,ENST00000683000,ENST00000683870,ENST00000684039,ENST00000684124
33	10	ENST00000343674,ENST00000421244,ENST00000454345,ENST00000456247,ENST00000524448,ENST00000524984,ENST00000527911,ENST00000528615,ENST00000532868,ENST00000533376
109	10	ENST00000346178,ENST00000356638,ENST00000525994,ENST00000526210,ENST00000529737,ENST00000532402,ENST00000534613,ENST00000534779,ENST00000540933,ENST00000648273
15	10	ENST00000346501,ENST00000397396,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000527644
12	10	ENST00000346501,ENST00000397397,ENST00000397404,ENST00000397406,ENST00000397408,ENST00000397411,ENST00000409531,ENST00000409543,ENST00000527644,ENST00000530404
1	10	ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000425897,ENST00000502399,ENST00000508192,ENST00000513765,ENST00000543220,ENST00000679216
18	10	ENST00000350490,ENST00000361128,ENST00000377810,ENST00000402010,ENST00000502399,ENST00000508192,ENST00000513765,ENST00000677303,ENST00000677688,ENST00000679216
42	10	ENST00000350638,ENST00000379163,ENST00000395934,ENST00000638184,ENST00000638317,ENST00000638917,ENST00000639182,ENST00000640081,ENST00000640231,ENST00000640961
4	10	ENST00000350997,ENST00000421879,ENST00000433932,ENST00000466716,ENST00000491310,ENST00000540767,ENST00000542506,ENST00000544696,ENST00000545245,ENST00000545405
27	10	ENST00000351960,ENST00000358965,ENST00000393695,ENST00000537217,ENST00000542977,ENST00000543009,ENST00000543937,ENST00000544238,ENST00000613205,ENST00000620566
5	10	ENST00000352187,ENST00000395123,ENST00000395124,ENST00000525474,ENST00000528187,ENST00000529112,ENST00000529113,ENST00000529554,ENST00000530005,ENST00000533524
1	10	ENST00000353247,ENST00000436863,ENST00000525825,ENST00000526568,ENST00000527979,ENST00000528974,ENST00000529871,ENST00000531166,ENST00000532439,ENST00000533400
1	10	ENST00000354202,ENST00000392834,ENST00000409993,ENST00000442480,ENST00000639704,ENST00000640102,ENST00000640747,ENST00000682791,ENST00000682811,ENST00000683143
25	10	ENST00000354202,ENST00000409993,ENST00000414373,ENST00000639704,ENST00000640747,ENST00000682326,ENST00000682811,ENST00000682946,ENST00000684142,ENST00000684345
175	10	ENST00000354420,ENST00000356187,ENST00000397604,ENST00000397614,ENST00000397615,ENST00000438658,ENST00000525701,ENST00000529115,ENST00000533410,ENST00000534797
634	10	ENST00000354420,ENST00000356187,ENST00000397604,ENST00000397614,ENST00000397615,ENST00000438658,ENST00000525701,ENST00000529768,ENST00000533410,ENST00000534797
1	10	ENST00000354420,ENST00000356187,ENST00000397614,ENST00000397615,ENST00000525701,ENST00000527485,ENST00000529306,ENST00000532055,ENST00000533410,ENST00000534797
51	10	ENST00000355527,ENST00000407721,ENST00000525137,ENST00000525346,ENST00000526780,ENST00000682708,ENST00000683287,ENST00000683714,ENST00000685320,ENST00000690257
7	10	ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000527316,ENST00000531364,ENST00000682708,ENST00000682880,ENST00000683287,ENST00000683714
72	10	ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000527316,ENST00000533800,ENST00000682708,ENST00000683287,ENST00000685320,ENST00000690257
6	10	ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000527316,ENST00000682708,ENST00000682880,ENST00000683287,ENST00000683714,ENST00000690257
36	10	ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000527316,ENST00000682708,ENST00000682880,ENST00000683714,ENST00000685320,ENST00000690257
56	10	ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000527316,ENST00000682880,ENST00000683287,ENST00000683714,ENST00000685320,ENST00000690257
56	10	ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000527452,ENST00000531364,ENST00000682708,ENST00000682880,ENST00000683287,ENST00000683714
74	10	ENST00000355527,ENST00000407721,ENST00000525346,ENST00000526780,ENST00000533800,ENST00000682708,ENST00000683287,ENST00000683714,ENST00000685320,ENST00000690257
1	10	ENST00000355527,ENST00000407721,ENST00000526780,ENST00000527316,ENST00000529990,ENST00000682708,ENST00000682880,ENST00000683287,ENST00000683714,ENST00000690257
61	10	ENST00000356360,ENST00000393346,ENST00000525162,ENST00000526033,ENST00000528256,ENST00000528398,ENST00000531930,ENST00000532041,ENST00000532317,ENST00000630913
2	10	ENST00000356360,ENST00000393346,ENST00000526033,ENST00000526961,ENST00000528398,ENST00000529016,ENST00000529760,ENST00000530542,ENST00000532317,ENST00000630913
1	10	ENST00000356360,ENST00000393346,ENST00000526033,ENST00000526961,ENST00000528398,ENST00000529760,ENST00000530692,ENST00000532317,ENST00000532603,ENST00000630913
37	10	ENST00000356360,ENST00000393346,ENST00000526033,ENST00000528398,ENST00000529016,ENST00000529760,ENST00000530542,ENST00000532317,ENST00000534412,ENST00000630913
6	10	ENST00000356360,ENST00000393346,ENST00000526033,ENST00000528398,ENST00000531558,ENST00000531930,ENST00000532041,ENST00000532317,ENST00000534412,ENST00000630913
1	10	ENST00000357685,ENST00000361053,ENST00000438022,ENST00000526088,ENST00000527939,ENST00000530677,ENST00000531169,ENST00000532593,ENST00000532612,ENST00000534550
3	10	ENST00000358171,ENST00000524558,ENST00000525492,ENST00000525611,ENST00000528760,ENST00000530284,ENST00000532356,ENST00000533449,ENST00000533603,ENST00000649490
6	10	ENST00000358171,ENST00000524558,ENST00000525611,ENST00000525876,ENST00000526397,ENST00000530284,ENST00000532356,ENST00000533449,ENST00000533603,ENST00000649490
9	10	ENST00000358171,ENST00000524558,ENST00000525611,ENST00000526397,ENST00000528760,ENST00000530284,ENST00000532356,ENST00000533449,ENST00000533603,ENST00000649490
1	10	ENST00000359152,ENST00000389959,ENST00000389960,ENST00000524452,ENST00000527523,ENST00000527794,ENST00000529581,ENST00000530351,ENST00000532995,ENST00000533892
2	10	ENST00000359513,ENST00000395549,ENST00000524625,ENST00000526508,ENST00000528494,ENST00000529655,ENST00000530500,ENST00000533325,ENST00000577256,ENST00000683050
6	10	ENST00000359513,ENST00000395549,ENST00000524625,ENST00000526508,ENST00000528494,ENST00000529655,ENST00000533325,ENST00000577256,ENST00000581416,ENST00000683050
7	10	ENST00000360962,ENST00000524551,ENST00000525449,ENST00000525908,ENST00000526260,ENST00000527634,ENST00000532565,ENST00000532727,ENST00000540737,ENST00000642265
64	10	ENST00000375549,ENST00000525291,ENST00000526592,ENST00000528021,ENST00000528182,ENST00000530923,ENST00000531744,ENST00000532699,ENST00000534010,ENST00000640554
13	10	ENST00000377889,ENST00000377890,ENST00000377891,ENST00000535296,ENST00000538084,ENST00000680002,ENST00000680725,ENST00000680729,ENST00000681467,ENST00000681569
2	10	ENST00000378867,ENST00000524380,ENST00000526679,ENST00000526682,ENST00000526728,ENST00000527172,ENST00000530050,ENST00000530252,ENST00000530639,ENST00000532121
122	10	ENST00000380542,ENST00000399614,ENST00000430811,ENST00000448187,ENST00000526115,ENST00000526842,ENST00000528968,ENST00000529361,ENST00000530064,ENST00000620138
19	10	ENST00000380542,ENST00000399614,ENST00000430811,ENST00000526115,ENST00000526842,ENST00000528968,ENST00000530064,ENST00000531291,ENST00000534372,ENST00000620138
1	10	ENST00000380542,ENST00000430811,ENST00000448187,ENST00000455338,ENST00000526115,ENST00000526842,ENST00000528968,ENST00000531291,ENST00000532325,ENST00000620138
82	10	ENST00000382409,ENST00000527170,ENST00000530813,ENST00000683307,ENST00000685854,ENST00000686001,ENST00000687329,ENST00000689835,ENST00000690068,ENST00000692634
69	10	ENST00000382409,ENST00000529717,ENST00000530813,ENST00000683307,ENST00000685854,ENST00000686001,ENST00000687329,ENST00000689835,ENST00000690068,ENST00000692634
4	10	ENST00000382743,ENST00000524564,ENST00000525237,ENST00000525319,ENST00000526854,ENST00000529055,ENST00000529937,ENST00000530067,ENST00000532837,ENST00000532956
29	10	ENST00000382743,ENST00000524564,ENST00000525319,ENST00000526854,ENST00000528469,ENST00000529055,ENST00000529382,ENST00000530067,ENST00000532837,ENST00000532956
4	10	ENST00000382743,ENST00000525319,ENST00000525776,ENST00000526854,ENST00000528469,ENST00000529055,ENST00000529382,ENST00000530067,ENST00000532837,ENST00000532956
50	10	ENST00000389506,ENST00000527869,ENST00000531904,ENST00000533790,ENST00000534358,ENST00000648261,ENST00000649690,ENST00000649699,ENST00000685719,ENST00000691053
6	10	ENST00000392841,ENST00000442944,ENST00000537841,ENST00000542729,ENST00000543090,ENST00000544387,ENST00000648374,ENST00000650101,ENST00000652429,ENST00000686218
2	10	ENST00000392841,ENST00000442944,ENST00000537841,ENST00000543090,ENST00000545621,ENST00000648026,ENST00000648374,ENST00000650101,ENST00000652429,ENST00000686218
59	10	ENST00000392841,ENST00000442944,ENST00000537841,ENST00000543090,ENST00000640813,ENST00000648026,ENST00000648374,ENST00000650101,ENST00000652429,ENST00000686218
153	10	ENST00000393301,ENST00000524463,ENST00000528020,ENST00000529974,ENST00000677106,ENST00000677468,ENST00000677796,ENST00000677877,ENST00000677976,ENST00000679032
96	10	ENST00000393301,ENST00000524463,ENST00000528020,ENST00000529974,ENST00000677106,ENST00000677661,ENST00000677796,ENST00000677802,ENST00000677877,ENST00000679032
48	10	ENST00000395288,ENST00000430070,ENST00000525720,ENST00000526005,ENST00000529499,ENST00000529946,ENST00000530668,ENST00000531067,ENST00000533290,ENST00000534239
12	10	ENST00000395397,ENST00000405576,ENST00000405853,ENST00000407404,ENST00000441012,ENST00000467728,ENST00000481889,ENST00000527949,ENST00000531660,ENST00000616973
12	10	ENST00000395673,ENST00000533608,ENST00000682359,ENST00000682711,ENST00000682815,ENST00000683000,ENST00000683870,ENST00000684039,ENST00000684124,ENST00000684533
114	10	ENST00000395850,ENST00000415002,ENST00000426650,ENST00000445143,ENST00000533403,ENST00000642928,ENST00000651485,ENST00000651785,ENST00000652086,ENST00000652678
1	10	ENST00000396597,ENST00000396602,ENST00000396604,ENST00000412390,ENST00000438144,ENST00000496276,ENST00000530463,ENST00000532577,ENST00000533542,ENST00000534265
11	10	ENST00000398006,ENST00000526587,ENST00000531154,ENST00000612489,ENST00000613181,ENST00000614444,ENST00000616540,ENST00000618252,ENST00000619129,ENST00000622211
189	10	ENST00000399817,ENST00000527146,ENST00000533141,ENST00000602569,ENST00000616316,ENST00000680197,ENST00000680261,ENST00000680344,ENST00000681211,ENST00000681833
13	10	ENST00000399817,ENST00000527146,ENST00000533141,ENST00000616316,ENST00000680197,ENST00000680261,ENST00000680344,ENST00000680619,ENST00000681211,ENST00000681833
2	10	ENST00000399817,ENST00000616316,ENST00000680197,ENST00000680261,ENST00000680344,ENST00000680619,ENST00000681276,ENST00000681833,ENST00000681900,ENST00000681914
2	10	ENST00000405853,ENST00000407404,ENST00000436029,ENST00000436778,ENST00000437276,ENST00000441012,ENST00000444396,ENST00000449369,ENST00000457932,ENST00000467728
27	10	ENST00000406246,ENST00000525658,ENST00000525693,ENST00000526283,ENST00000527749,ENST00000527909,ENST00000531238,ENST00000532999,ENST00000534558,ENST00000612991
2	10	ENST00000406246,ENST00000525658,ENST00000525693,ENST00000526283,ENST00000527749,ENST00000527909,ENST00000532999,ENST00000533546,ENST00000534558,ENST00000612991
1063	10	ENST00000422465,ENST00000524851,ENST00000526248,ENST00000527446,ENST00000528847,ENST00000530164,ENST00000530170,ENST00000530721,ENST00000531188,ENST00000534440
1	10	ENST00000426335,ENST00000524782,ENST00000525314,ENST00000525398,ENST00000527927,ENST00000528041,ENST00000530596,ENST00000532438,ENST00000533243,ENST00000627920
3	10	ENST00000426335,ENST00000524782,ENST00000525398,ENST00000527776,ENST00000527927,ENST00000529455,ENST00000532438,ENST00000532478,ENST00000533243,ENST00000627920
162	10	ENST00000436863,ENST00000446369,ENST00000525825,ENST00000526568,ENST00000527979,ENST00000528974,ENST00000529871,ENST00000532439,ENST00000533400,ENST00000534497
29	10	ENST00000436863,ENST00000525825,ENST00000527979,ENST00000528513,ENST00000528974,ENST00000529871,ENST00000533400,ENST00000640184,ENST00000672037,ENST00000673097
7	10	ENST00000446488,ENST00000524746,ENST00000524794,ENST00000526884,ENST00000526940,ENST00000529319,ENST00000530278,ENST00000531755,ENST00000532225,ENST00000682444
1	10	ENST00000446510,ENST00000528092,ENST00000531554,ENST00000532470,ENST00000617650,ENST00000677116,ENST00000677156,ENST00000677623,ENST00000678480,ENST00000679072
3	10	ENST00000456860,ENST00000529432,ENST00000529750,ENST00000534764,ENST00000632815,ENST00000633087,ENST00000633646,ENST00000635736,ENST00000638086,ENST00000638157
